Country.Name,Continent,X1960,X1970,X1980,X1990,X2000,X2010,X2015,X2019,X2022.Population,X2020.Population,X2015.Population,X2010.Population,X2000.Population,X1990.Population,X1980.Population,X1970.Population,Area_KM,Density_Per_KM,Growth.Rate,World.Population.Percentage,X1961_R,X1970_R,X1980_R,X1990_R,X2000_R,X2010_R,X2015_R,X2020_R
Haiti,North America,273187200,331200000,1383800000,3096289800,6868666120,11661585823,14857386164,14332163266,11584996,11306801,10563757,9842880,8360225,6925331,5646676,4680812,27750,417.4773,1.012,0.15,-2.93198029,0.651153708,7.37468792,1.038122801,0.870059253,-3.805275685,1.616915115,-3.373750496
Hungary,Europe,NA,NA,NA,NA,47218405892,1.31917E+11,1.25074E+11,1.63469E+11,9967308,9750573,9844246,9986825,10202055,10375989,10698679,10315366,93028,107.1431,1.0265,0.12,NA,NA,NA,NA,4.479191193,1.12217825,3.819428379,-4.956748517
Indonesia,Asia,NA,9150684932,72482337370,1.06141E+11,1.65021E+11,7.55094E+11,8.60854E+11,1.11919E+12,275501339,271857970,259091970,244016173,214072421,182159874,148177096,115228394,1904569,144.6529,1.0064,3.45,5.740645823,7.554634514,9.880077522,7.242131639,4.920067747,6.223854181,4.8763223,-2.069543499
Isle of Man,Europe,NA,NA,NA,NA,1563667800,5920177689,7085288006,NA,84519,84046,83593,83828,75562,68865,64022,55298,572,147.7605,1.003,0,NA,NA,NA,4.186976816,5.300001526,3.399998424,-0.385798408,NA
India,Asia,37029883875,62422483055,1.86325E+11,3.20979E+11,4.68395E+11,1.67562E+12,2.10359E+12,2.86893E+12,1417173173,1396387127,1322866505,1240613620,1059633675,870452165,696828385,557501301,3287590,431.0675,1.0068,17.77,3.722742533,5.157229736,6.735821528,5.533454563,3.840991157,8.497584702,7.996253786,-7.964610411
Ireland,Europe,1939329775,4401258741,21773901926,49364680214,99852958356,2.22149E+11,2.915E+11,3.88699E+11,5023109,4946119,4665760,4524585,3768950,3485374,3391387,2937637,70273,71.4799,1.0073,0.06,NA,NA,3.079328587,8.466528286,9.399418006,1.755080743,25.17624519,5.866975509
"Iran, Islamic Rep.",Asia,4199134390,10976245154,94362275580,1.24813E+11,1.09592E+11,4.86808E+11,3.84951E+11,NA,88550570,87290193,81790841,75373855,65544383,55793629,38520664,28449705,1648195,53.7258,1.0071,1.11,11.44500961,11.1267679,-27.32955745,13.83815676,5.808898853,5.797938302,-1.32064512,1.66179376
Iraq,Asia,1684121535,3281713806,53405689130,1.79886E+11,NA,1.38462E+11,1.77499E+11,2.34094E+11,44496122,42556984,37757813,31264875,24628858,17658381,13653369,9811347,438317,101.5158,1.0221,0.56,NA,4.544357064,24.75372685,57.81782835,16.92166569,6.402564845,4.722864019,-10.36509018
Iceland,Europe,248434097,527496590.9,3386502001,6478459744,9003639603,13683689693,17389101639,24188038474,372899,366669,331060,318333,281462,255019,228263,204468,103000,3.6204,1.0069,0,-0.084661946,NA,NA,NA,4.98504277,-2.832774915,4.436663719,-6.50391225
Israel,Asia,2598500000,7073333333,24248823529,59217144629,1.32343E+11,2.33996E+11,2.99813E+11,3.94652E+11,9038309,8757489,8007778,7328445,6116958,4803254,3744608,2907307,20770,435.1617,1.0155,0.11,11.20388562,NA,NA,NA,7.546501633,5.58024614,2.218113151,-2.440010792
Italy,Europe,40385288344,1.13395E+11,4.77257E+11,1.18122E+12,1.14383E+12,2.13402E+12,1.8359E+12,2.00358E+12,59037474,59500579,60232906,59822450,56966397,56756561,56329482,53324036,301336,195.9191,0.9966,0.74,8.207245914,5.268692979,3.430016414,1.985774943,3.786955143,1.713295839,0.778304351,-8.871146348
Jamaica,North America,699050679,1404776071,2679409453,4592224067,8985352832,13220556883,14187696311,16458071068,2827377,2820436,2794445,2733896,2612205,2392030,2135546,1859091,10991,257.2447,0.9999,0.04,NA,12.06440904,-5.714159246,4.200535115,0.878703548,-1.457147209,0.921487125,-10.2
Jordan,Asia,NA,639596751.6,3910036925,4160003917,8460424401,27133804244,38587017944,44502895862,11285869,10928721,9494246,6931258,5056174,3480587,2216903,1557374,89342,126.3221,1.0123,0.14,NA,NA,11.18484646,-0.275903906,4.245712344,2.314834221,2.496528793,-1.551384325
Japan,Asia,44307342950,2.12609E+11,1.10539E+12,3.13282E+12,4.88752E+12,5.7001E+12,4.38948E+12,5.08177E+12,123951692,125244761,127250933,128105431,126803861,123686321,117624196,105416839,377930,327.9753,0.9947,1.55,12.04353641,2.512953307,2.817591208,4.892713066,2.764647551,4.097917919,1.560626697,-5.809905571
Kazakhstan,Asia,NA,NA,NA,26932728899,18291990619,1.48047E+11,1.84388E+11,1.81666E+11,19397998,18979243,17835909,16627837,15236253,16866563,14172710,12265305,2724900,7.1188,1.0105,0.24,NA,NA,NA,NA,9.800000002,7.3,1.2,-2.6
Kenya,Africa,791265458.8,1603447357,7265315332,8572359163,12705357103,40000088347,64007750169,95503088538,54027487,51985780,46851488,41517895,30851606,23162269,16187124,11473087,580367,93.0919,1.0193,0.68,-7.774634904,-4.655446914,5.591976207,4.192050974,0.599695392,8.405699224,5.718507131,-0.30749749
Kyrgyz Republic,Asia,NA,NA,NA,2.68E+09,1369688498,4794357795,6678178340,8454619608,6630623,6424874,5914980,5483774,4935182,4394734,3691209,3016384,199951,33.1612,1.0158,0.08,NA,NA,NA,5.702796635,5.443336633,-0.471566601,3.875825448,-8.616551018
Cambodia,Asia,637142865.7,718401157.7,NA,NA,3677897739,11242275199,18049954289,27089389787,16767842,16396860,15417523,14363532,12118841,8910808,6198959,6708525,181035,92.6221,1.0108,0.21,NA,NA,NA,NA,9.993580322,5.963078575,7.115694555,-3.141034806
Kiribati,Oceania,NA,14295279.54,38715554.54,39809538.68,67254174.4,156120895.2,171117872.4,194647201.9,131232,126463,116707,107995,88826,75124,60813,57437,811,161.815,1.0183,0,NA,NA,-16.50773235,-0.869565217,6.25,-0.923884657,10.40540793,2.538071066
St. Kitts and Nevis,North America,12366563.61,16300000,68459259.26,217259259.3,421473325.2,760170370.4,923155555.6,1053244444,47657,47642,47790,47403,45461,40636,43097,44968,261,182.5939,1.0011,0,NA,NA,8.440121037,4.877251516,10.04280842,-0.609318192,1.033704225,-10.74339098
"Korea, Rep.",Asia,3958190759,9005023184,65398646758,2.83368E+11,5.76178E+11,1.14407E+12,1.46577E+12,1.64674E+12,51815810,51844690,50994401,48813042,46788591,44120039,38170501,32601143,100210,517.0722,0.9997,0.65,6.935992652,10.05273481,-1.64568764,9.877552502,9.060833325,6.804824918,2.809103268,-0.957766224
Kuwait,Asia,NA,2873984878,28638550499,18427777778,37712842243,1.15419E+11,1.14567E+11,1.34629E+11,4268873,4360444,3908743,2943356,1934901,1674938,1493870,802786,17818,239.5821,1.0044,0.05,NA,NA,NA,NA,4.694581871,-2.37026412,0.593019617,NA
Lao PDR,Asia,NA,NA,NA,865559856.2,1731198022,7127792630,14390442307,18173839147,7529475,7319399,6787419,6323418,5430853,4314443,3297519,2675283,236800,31.7968,1.0141,0.09,NA,NA,NA,6.704578687,5.798782326,8.526905517,7.270065843,0.439513531
Lebanon,Asia,NA,NA,NA,2838485354,17260364842,38443907042,49939374833,51991634492,5489739,5662923,6398940,4995800,4320642,3593700,2963702,2381791,10452,525.2334,0.9816,0.07,NA,NA,NA,26.53316009,1.341871619,7.975135559,0.211611959,-20.29999319
Liberia,Africa,NA,NA,NA,NA,8.74E+08,2.00E+09,3.18E+09,3070518100,5302681,5087584,4612329,4019956,2895224,2209731,1932169,1463563,111369,47.6136,1.021,0.07,NA,NA,NA,NA,NA,6.099827602,0,-2.870722428
Libya,Africa,NA,NA,NA,28901836158,38270206950,74773444901,27842131480,52091152228,6812341,6653942,6192235,6491988,5154790,4236983,2962720,1909177,1759540,3.8717,1.0114,0.09,NA,NA,NA,NA,3.679213293,5.021289739,-8.862039363,-31.3
St. Lucia,North America,NA,NA,170370370.4,579629629.6,932592592.6,1486758037,1808079889,2122450630,179857,179237,175623,170935,159500,142301,121633,103090,616,291.9756,1.0011,0,NA,NA,-2.220528093,9.890701529,0.048748554,1.603862385,-1.360484662,-20.21154919
Liechtenstein,Europe,NA,90098330.67,534701915.6,1421466240,2483953103,5082366478,6268391521,NA,39327,38756,37355,35926,33026,28765,25003,21089,160,245.7937,1.0074,0,NA,NA,4.758672524,2.252870971,3.220193082,NA,NA,NA
Sri Lanka,Asia,1409873950,2296470588,4024621900,8032551173,16330814180,56725749222,80604080689,84008783756,21832143,21715079,21336697,20668557,18776371,17204094,14943645,12388769,65610,332.7563,1.0027,0.27,NA,3.846629855,5.846026516,6.399995307,6.00003316,8.015967371,5.007683305,-3.569076137
Lesotho,Africa,34579308.41,68738625.23,431561376.5,596415104.5,887295267.9,2269525779,2372280103,2376328637,2305825,2254100,2118521,2022747,1998630,1798997,1407672,1023481,30355,75.962,1.0107,0.03,1.864795166,2.177071167,-2.74477924,6.04547333,3.875546814,5.266280653,3.127557724,-11.06099374
Lithuania,Europe,NA,NA,NA,NA,11524776867,37138464733,41418872976,54627411860,2750055,2820267,2963765,3139019,3599637,3785847,3521206,3210147,65300,42.1142,0.9869,0.03,NA,NA,NA,NA,3.695525421,1.651240653,2.024583955,-0.87190554
Luxembourg,Europe,703925705.9,1509155305,6232005794,13229247948,21263514833,53212476812,57744457955,71104919108,647599,630399,569408,507070,435628,381267,363741,339342,2586,250.425,1.0129,0.01,3.829983122,4.507043777,0.840877543,5.319932787,8.23980206,4.864968979,4.306431493,-1.313204543
Latvia,Europe,NA,NA,NA,NA,7949253766,23877564356,27239653844,34102913582,1850651,1897052,1991955,2101530,2392530,2689391,2572037,2397414,64559,28.666,0.9876,0.02,NA,NA,NA,NA,5.671974915,-4.406823636,4.006874033,-3.623683916
"Macao SAR, China",Asia,NA,NA,NA,3220920085,6720492406,28123640999,45361678147,53859116536,695168,676283,615239,557297,431896,350227,245332,247284,30,23172.2667,1.0125,0.01,NA,NA,NA,7.98035975,5.747116004,25.12291651,-21.49264721,-56.30824513
St. Martin (French part),North America,NA,NA,NA,NA,NA,NA,NA,NA,31791,32552,35020,36458,29610,28127,7776,5802,53,599.8302,0.9951,0,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,Africa,2037150716,3956328426,21728770055,30180108562,38857251336,93216746662,1.0118E+11,1.197E+11,37457971,36688772,34680458,32464865,28554415,24570814,19678444,15274351,446550,83.883,1.0103,0.47,NA,4.713460376,3.642164813,3.411812226,1.912872981,3.815717917,4.536378168,-7.117232169
Monaco,Europe,NA,293073868,1378130996,2481316054,2647883816,5367625613,6261622101,NA,36469,36922,36760,33178,32465,30329,27076,24270,2,18234.5,0.9941,0,NA,NA,1.685457433,2.643454173,3.910229226,2.099999899,4.899999169,NA
Moldova,Europe,NA,NA,NA,NA,1288429392,6974960345,7745231660,11968713370,3272996,3084847,3277388,3678186,4251573,4480199,4103240,3711140,33846,96.7026,1.0691,0.04,NA,NA,NA,NA,2.107716048,7.100000084,-0.338235324,-6.969046296
Madagascar,Africa,673081724.1,1111859570,5201818349,3931334871,4629247091,9982711030,11323023787,14114631281,29611714,28225177,24850912,21731053,16216431,11882762,8948162,6639751,587041,50.4423,1.0241,0.37,2.048632751,5.276455575,0.952707588,3.128905054,4.456858938,0.619229746,3.132295888,-4.200002074
Maldives,Asia,NA,NA,42463576.16,215089005.2,624337145.3,2588176055,4109447297,5642179170,523787,514438,435582,361575,282507,224957,164887,123243,300,1745.9567,1.0045,0.01,NA,NA,NA,NA,3.845810392,7.265129068,2.88454853,-31.98206371
Mexico,North America,1.30E+10,3.55E+10,2.05139E+11,2.61254E+11,7.07907E+11,1.0578E+12,1.17187E+12,1.26887E+12,127504125,125998302,120149897,112532401,97873442,81720428,67705186,50289306,1964375,64.9082,1.0063,1.6,5.000000002,6.502484033,9.233251984,5.175768386,4.942453715,5.118118143,3.293151528,-8.239473277
Marshall Islands,Oceania,NA,NA,NA,78476000,115347500,162164700,184599600,NA,41569,43413,49410,53416,54224,46047,31988,23969,181,229.663,0.9886,0,NA,NA,NA,2.676246464,1.354079109,6.668641057,1.613921462,NA
North Macedonia,Europe,NA,NA,NA,4699646643,3772851420,9407168702,10064515432,12547040499,2093599,2111072,2107962,2093828,2037936,2044174,1907023,1656783,25713,81.4218,0.9954,0.03,NA,NA,NA,NA,4.549135783,3.358750858,3.85586514,-4.531995024
Mali,Africa,NA,359772363.3,1759690812,2681912030,2954129566,10689167195,13104802016,17279566719,22593590,21224040,18112907,15529181,11239101,8945026,7372581,6153587,1240192,18.2178,1.0314,0.28,NA,6.136954863,-4.325839869,-2.502395103,-0.060834972,5.313935279,6.171800024,-1.649261401
Malta,Europe,NA,250721821.6,1250242108,2547163582,4069515557,9035932178,11091434435,14989415684,533286,515357,456579,418755,399212,365392,333587,315414,316,1687.6139,1.0124,0.01,NA,NA,7.049711215,6.291390958,19.6812701,5.543639385,9.608132811,-7.001129615
Myanmar,Asia,NA,NA,NA,NA,8905066164,49540813342,67822772707,76085852617,54179306,53423198,51483949,49390988,45538332,40099553,33465781,27284112,676578,80.0784,1.0071,0.68,0.47156108,4.979330597,7.938538081,2.816933273,13.74593056,9.634439452,6.99284029,-9.992044686
Montenegro,Europe,NA,NA,NA,NA,984297589.4,4142931813,4053097851,5542577965,627082,629048,633966,631044,633324,621442,589324,530268,13812,45.4012,0.9988,0.01,NA,NA,NA,NA,3.100000184,2.734374433,3.39035841,-15.15898443
Mongolia,Asia,NA,NA,NA,2560785660,1136896124,7189481824,11749620620,13996719329,3398366,3294335,2964749,2702520,2450979,2161433,1697780,1293880,1564110,2.1727,1.0151,0.04,NA,NA,NA,-3.184460178,1.146062137,6.365161685,2.379835807,-5.335552017
Mozambique,Africa,NA,NA,NA,NA,5656473652,11104648673,15950969019,15291448212,32969517,31178239,26843246,23073723,17768505,13303459,11413587,8411676,801590,41.1302,1.0278,0.41,NA,NA,NA,0.999992833,1.180300789,6.502353115,6.72327878,-1.281886972
Mauritania,Africa,NA,309405316.1,1047924649,1506914408,1779521110,5628882266,6166857629,7600656944,4736139,4498604,3946220,3419461,2695003,2006027,1506694,1122198,1030700,4.5951,1.0263,0.06,NA,11.98593115,3.37121022,-1.771304534,-3.918025879,2.620229521,5.376339237,-1.488487214
Mauritius,Africa,NA,NA,1131788192,2653480001,4663313620,10003670690,11692287066,14048430519,1299469,1297828,1293153,1283330,1215930,1090290,954865,830115,2040,636.9946,1.0004,0.02,NA,NA,-10.0612585,7.186736771,8.202791783,4.377203239,3.55307173,-14.86783129
Malawi,Africa,162956740.9,290531621.3,1237655461,1880771556,1743506531,6959655571,6373212641,7666704427,20405317,19377061,16938942,14718422,11229387,9539665,6267369,4625141,118484,172.22,1.0259,0.26,7.639597855,0.479297978,0.406746413,5.692294494,1.576077837,6.874065635,2.799999999,0.8
Malaysia,Asia,1916241997,3864170913,24488033442,44024178343,93789736842,2.55017E+11,3.01355E+11,3.64681E+11,33938221,33199993,31068833,28717731,22945150,17517054,13215707,10306508,330803,102.5934,1.0109,0.43,7.597993999,5.98653863,7.441826784,9.00852714,8.85886817,7.424847383,5.091532422,-5.587744678
Namibia,Africa,NA,NA,2422096075,2785764518,3833993703,11268186636,11272143473,12366528259,2567012,2489098,2282704,2099271,1819141,1369011,975994,754467,825615,3.1092,1.0146,0.03,NA,NA,NA,2.04745994,3.492183328,6.039249491,4.264174529,-7.983543825
New Caledonia,Oceania,NA,358815681.9,1182457143,2529310104,2682347064,NA,NA,NA,289950,286403,283032,261426,221537,177264,148599,110982,18575,15.6097,1.0075,0,NA,30.99928974,-0.399994551,3.600001274,2.100108842,NA,NA,NA
Niger,Africa,449526872.6,649916708.2,2508524186,3512356353,2236185390,7851191899,9685577941,12911689659,26207977,24333639,20128124,16647543,11622665,8370647,6173177,4669708,1267000,20.6851,1.0378,0.33,4.546393036,3.055778922,-2.455036125,-1.308478284,-1.208477743,8.578166743,4.392648832,1.500005543
Nigeria,Africa,4196092258,12545849083,64201788123,54035795388,69448756933,3.61457E+11,4.86803E+11,4.4812E+11,218541212,208327405,183995785,160952853,122851984,95214257,72951439,55569264,923768,236.5759,1.0241,2.74,0.191795489,25.00724193,4.204831047,11.77688593,5.015934757,8.005655915,2.652693295,-1.794253082
Nicaragua,North America,223854666.7,776585681.1,2189347368,1009455484,5107329007,8758639096,12756706583,12520915291,6948392,6755895,6298598,5855734,5123222,4227820,3303309,2444767,130373,53.2962,1.0143,0.09,7.497743398,1.353826591,4.611732279,-0.052499721,4.101590155,4.40884491,4.793318181,-1.977329393
Netherlands,Europe,12276734172,38164716625,1.95152E+11,3.18331E+11,4.16443E+11,8.46555E+11,7.65265E+11,9.07051E+11,17564014,17434557,17041107,16617116,15899135,14944548,14130387,13037686,41850,419.6897,1.0036,0.22,0.295546673,6.140181648,1.341914136,4.183222986,4.195642498,1.342739336,1.959169721,-3.798635993
Norway,Europe,5163271598,12814123115,64439382896,1.19792E+11,1.71247E+11,4.28757E+11,3.85802E+11,4.03336E+11,5434319,5379839,5190356,4889741,4491202,4241636,4085776,3875546,323802,16.7828,1.0058,0.07,6.27333551,1.943300505,4.564648356,1.932419827,3.204979222,0.701833824,1.967128438,-0.765860365
Nepal,Asia,508334414,865975308.6,1945916583,3627562403,5494252208,16002656434,21410840909,30641380604,30547580,29348627,27610325,27161567,24559500,19616530,15600442,12501285,147181,207.5511,1.0171,0.38,1.908265969,2.575992126,-2.319394203,4.635036347,6.199999988,4.81641465,3.976053272,-2.088378695
Nauru,Oceania,NA,NA,NA,NA,NA,47564520.39,86779266.16,118223430.1,12668,12315,11185,10241,10377,9598,7635,6663,21,603.2381,1.0125,0,NA,NA,NA,NA,NA,11.11111111,3.703703704,NA
New Zealand,Oceania,5485854792,6623527831,23244547385,45495129385,52623281957,1.46619E+11,1.77468E+11,2.06929E+11,5185288,5061133,4590590,4346338,3855266,3397389,3147168,2824061,270467,19.1716,1.0108,0.07,NA,NA,1.283887467,0.152969261,2.905022988,1.527994135,3.707375818,0.980965093
Oman,Asia,NA,256299496,5981760278,11685045514,19507452508,56913065779,68399663322,76331518669,4576298,4543399,4191776,2881914,2344253,1804524,1017462,670693,309500,14.7861,1.0123,0.06,NA,13.89509644,6.035444115,-0.13042574,6.551066393,1.71398521,4.630374517,NA
Pakistan,Asia,3749265015,10027509450,23654444444,40010423970,82017743416,1.77166E+11,2.70556E+11,2.78222E+11,235824862,227196741,210969298,194454498,154369924,115414069,80624057,59290872,881912,267.4018,1.0191,2.96,5.987346419,11.35346172,10.21570404,4.458586815,4.260088011,1.606688629,4.731147475,0.525527439
Panama,North America,537147100,1351006400,4614086400,6433967000,12304115000,29440300000,54091700000,66800800000,4408581,4294396,3957099,3623617,3001731,2449968,1956987,1516188,75417,58.4561,1.0132,0.06,10.92659484,6.959226107,13.08448173,8.098993006,2.715374155,5.827839392,5.733054296,-17.94933167
Peru,South America,2571908062,7432223177,18134029180,26410386669,51744749133,1.47529E+11,1.89805E+11,2.26848E+11,34049588,33304756,30711863,29229572,26654439,22109099,17492406,13562371,1285216,26.4933,1.0099,0.43,7.347096331,3.365946003,5.943335398,-4.982563536,2.694371398,8.332459107,3.252244772,-11.14881188
Philippines,Asia,6684568805,6687204834,32450541843,44311593756,83670261708,2.08369E+11,3.06446E+11,3.76796E+11,115559009,112190977,103031365,94636700,77958223,61558898,48419546,37435586,342353,337.5434,1.0147,1.45,5.616579319,3.764604859,5.148911294,3.036966294,4.411222159,7.33449996,6.348309717,-9.573029875
Palau,Oceania,NA,NA,NA,NA,146297500,185943000,280457700,268354919.4,18055,17972,17794,18540,19726,15293,12252,11366,459,39.3355,1.0017,0,NA,NA,NA,NA,NA,0.216072674,7.539069794,NA
Papua New Guinea,Oceania,230496033,645537126.2,2545983008,3219730365,3521339699,14250755222,21723531182,24829107011,10142619,9749640,8682174,7583269,5508297,3864972,3104788,2489059,462840,21.9139,1.0194,0.13,6.18111172,10.84280577,-2.303451199,-3.01216922,-2.494841993,10.12845407,6.578356323,-3.878818537
Poland,Europe,NA,NA,NA,65977749037,1.72219E+11,4.79834E+11,4.77812E+11,5.95858E+11,39857145,38428366,38553146,38597353,38504431,38064255,35521429,32482943,312679,127.4698,1.0404,0.5,NA,NA,NA,NA,4.561025468,3.740517779,4.236326306,-2.701709195
Puerto Rico,North America,1691900000,5034700000,14436100000,30603919000,61701800000,98381300000,1.03376E+11,1.04989E+11,3252407,3271564,3497335,3717922,3827108,3543776,3214568,2737619,8870,366.675,0.9989,0.04,7.04173847,8.397917946,4.243465305,-2.840540726,3.271964529,-0.413254118,-1.049443651,-3.903305193
"Korea, Dem. People’s Rep.",Asia,NA,NA,NA,NA,NA,NA,NA,NA,26069416,25867467,25258015,24686435,23367059,20799523,17973650,14996879,120538,216.2755,1.0038,0.33,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,Europe,3193200404,8108235704,32896519824,78713860217,1.18311E+11,2.37881E+11,1.99314E+11,2.38785E+11,10270865,10298192,10365435,10588401,10300626,10007346,9785252,8683631,92090,111.5307,0.9981,0.13,5.534903476,12.61260546,4.589339924,3.950522763,3.816178063,1.737625476,1.792046046,-7.572777766
Paraguay,South America,NA,594611111.1,4448087302,5812114523,8855705140,27215968616,36164068797,38145288940,6780744,6618695,6177950,5768613,5123819,4059195,3078912,2408787,406752,16.6705,1.0115,0.09,6.900285514,5.553425736,11.71214594,4.12328288,-2.314140568,11.09523127,2.957151735,-1
West Bank and Gaza,Asia,NA,NA,NA,NA,4313600000,9681500000,13972400000,NA,5250072,5019401,4484614,3992278,3139954,2124609,1453620,1118241,6220,844.063,1.0227,0.07,NA,NA,NA,NA,-8.556183291,5.777362056,3.721299671,-11.45745151
French Polynesia,Oceania,NA,254035999.2,1362151524,3181206305,3447543138,NA,NA,NA,306279,301920,291787,283788,250927,211089,163591,117891,4167,73.5011,1.0074,0,NA,1.626711344,0.484901265,2.200000128,4.000000343,NA,NA,NA
Qatar,Asia,NA,301791301.8,7829094613,7360439423,17759890110,1.25122E+11,1.6174E+11,1.75838E+11,2695122,2760385,2414573,1713504,645937,441675,277450,118007,11586,232.6189,1.0026,0.03,NA,NA,NA,NA,NA,19.59233153,4.753345721,-3.667835526
Romania,Europe,NA,NA,NA,38995454545,37253259017,1.66309E+11,1.77729E+11,2.50077E+11,19659267,19442038,19906079,20335211,21919876,22836234,22125224,19922618,238391,82.4665,1.0171,0.25,NA,NA,NA,NA,2.461263459,-3.90123628,2.953674037,-3.859373593
Russian Federation,Europe,NA,NA,NA,5.16814E+11,2.5971E+11,1.52492E+12,1.36348E+12,1.69988E+12,144713314,145617329,144668389,143242599,146844839,148005704,138257420,130093010,17098242,8.4636,0.9973,1.81,NA,NA,NA,-2.999995642,10.00006682,4.5,-1.972719226,-2.951273899
Rwanda,Africa,119000024,219900006,1254765350,2550185618,2068929592,6124120673,8545441361,10354417725,13776698,13146362,11642959,10309031,8109989,7319962,5247532,3896367,26338,523.0731,1.0234,0.17,-4.297526048,6.001425245,8.951612331,-2.399291097,8.37091824,7.334656108,8.856844355,-3.355472122
Saudi Arabia,Asia,NA,5377268849,1.64542E+11,1.1763E+11,1.89515E+11,5.28207E+11,6.5427E+11,7.92967E+11,36408820,35997107,32749848,29411929,21547390,16004763,10171710,6106191,2149690,16.9368,1.0128,0.46,NA,58.64733065,5.652457601,15.19342589,5.625416143,5.039484027,4.10640887,-4.106583412
Sudan,Africa,1307333333,2437666667,7459833333,12408647541,12257418326,58167563413,74294508240,30513456085,46874204,44440486,38171178,33739933,26298773,21090886,16673586,11305206,1886068,24.8529,1.0267,0.59,0.022391334,5.925074714,1.524310148,-5.470053776,6.345867769,3.469317028,4.009848018,-1.5621618
Senegal,Africa,1003692375,1297407829,4435050397,7237100724,5924239701,16230887978,17774766636,23578084052,17316449,16436119,14356181,12530121,9704287,7536001,5703869,4367744,196722,88.025,1.0261,0.22,2.993448255,8.562045511,3.98776197,-0.746282223,3.887210958,3.390889253,6.367043651,0.870408532
Singapore,Asia,704756304.7,1920586698,11896256783,36144336769,96074477958,2.39809E+11,3.08004E+11,3.72063E+11,5975689,5909869,5650018,5163590,4053602,3022209,2400729,2061831,710,8416.4634,1.0058,0.07,8.136887714,13.942261,10.11321778,9.821049131,9.039146751,14.52563899,2.988520676,-5.391021406
Solomon Islands,Oceania,NA,NA,177151120.8,208003796.3,429169368.6,846797693.6,1307061544,1589913622,724273,691191,612660,540394,429978,324171,233668,172833,28896,25.0648,1.0232,0.01,NA,NA,NA,2.20304338,-14.27513698,8.616718602,1.415701416,-4.317260027
Sierra Leone,Africa,322009471.6,434410373.8,1100685845,649644826.8,635874002.2,2578026297,4218723875,4121733705,8605718,8233969,7314773,6436698,4584067,4325388,3367477,2778557,71740,119.957,1.022,0.11,1.80904355,8.62049324,4.843503756,3.349997984,6.652727885,5.346466052,-20.59877072,-2.162497231
El Salvador,North America,NA,1132920000,3573959900,4817542204,11784927700,18447920000,23438240000,27022640000,6336392,6292731,6231066,6114034,5958482,5367179,4508992,3619090,21041,301.145,1.0035,0.08,NA,2.977295091,-11.77131766,4.831560385,1.12605705,2.105085752,2.39746263,-7.943984613
San Marino,Europe,NA,NA,NA,NA,1005159388,1881214371,1419394771,NA,33660,34007,33570,31608,26823,23132,21346,18169,61,551.8033,0.9975,0,NA,NA,NA,NA,2.179379715,-5.473684211,2.291505561,NA
Somalia,Africa,180459936.8,322600009.1,603592656.8,917044228,NA,NA,NA,NA,17597511,16537016,13763906,12026649,8721465,6999096,5892224,3720977,637657,27.5971,1.0312,0.22,-3.261981202,4.581407921,-3.901390044,-1.484075684,NA,NA,3.463855422,-1.495162709
Serbia,Europe,NA,NA,NA,NA,6875845987,41819468692,39655958843,51475016532,7221365,7358005,7519496,7653748,7935022,7987529,7777010,7193533,88361,81.7257,0.9897,0.09,NA,NA,NA,NA,6.13181309,0.731044553,1.806059265,-0.979714616
South Sudan,Africa,NA,NA,NA,NA,NA,14602072411,11997800760,NA,10913164,10606227,11194299,9714419,6114440,4750817,4192011,3342410,619745,17.6091,1.0153,0.14,NA,NA,NA,NA,NA,5.493416395,-10.79336463,NA
Sao Tome and Principe,Africa,NA,NA,NA,NA,NA,196652166.3,316065369.9,418637389,227380,218641,201124,182138,143714,120343,97210,77583,964,235.8714,1.0192,0,NA,NA,NA,NA,NA,6.671983657,3.911337989,3.089725555
Suriname,South America,99650000,274900000,7.95E+08,388400000,947671969.7,4368398048,4787367928,3697371950,618040,607065,575475,546080,478998,412756,375112,379918,163820,3.7727,1.0082,0.01,4.8,2.7,-8.8,-4.5,2.09999866,5.168825162,-3.411095864,-14.5
Slovak Republic,Europe,NA,NA,NA,12747380650,29169953013,90310718349,88467555244,1.0508E+11,5643453,5456681,5424444,5396424,5376690,5261305,4973883,4522867,49037,115.0856,1.0359,0.07,NA,NA,NA,NA,1.166528247,5.871256109,4.81489967,-4.754325341
Slovenia,Europe,NA,NA,NA,18198199153,20289627637,48161250405,43090173395,54174227309,2119844,2117641,2080862,2057286,1984339,1986024,1901570,1741286,20273,104.5649,1.0002,0.03,NA,NA,NA,NA,3.67237155,1.343748472,2.210081607,-4.229261389
Sweden,Europe,15822585034,38092452061,1.42092E+11,2.61846E+11,2.62835E+11,4.95813E+11,5.05104E+11,5.30884E+11,10549347,10368969,9849349,9381729,8871043,8548406,8311763,8027702,450295,23.4276,1.0079,0.13,5.68129281,7.28920626,1.699971439,0.754674769,4.766348871,5.952107008,4.489281588,-2.795335142
Eswatini,Africa,35076158.48,112137757.2,542000513.6,1114703088,1738100853,4438778547,4062660890,4471598727,1201670,1180655,1133936,1099920,1030496,854011,598564,442865,17364,69.2047,1.0079,0.02,NA,NA,12.44905217,21.01800054,1.76017376,3.793754968,2.203324126,-1.637027507
